"id_marche","date_notification","objet_marche","montant_marche","id_acheteur","code_postal_acheteur"
"2025221702","2025-06-06","2217_REQUALIFICATION DE LA RUE M. SAMBRON LOT02 ASSAINISSEMENT EP","296915.1500","21440129100015","44160"
"2023M035","2023-11-21","SILOE/Trait.centrats - Tvx","3769000.0000","24740001300030","74962"
"202525PA0901","2025-07-03","REHABILITATION INTERIEURE ECOLE VICTOR HUGO LOT 1","71755.0600","21850047800209","85047"
"202601","2025-11-25","Collecte du verre lot 1","200000.0000","24740056700084","74330"
"202625PA1701","2026-01-20","LA FOURNITURE ET ENTRETIEN DES VETEMENTS DE TRAVAIL","60000.0000","21850047800209","85047"
"2025M25421","2025-12-05","M25421 - FOURNITURE DE SACS BIODEGRADABLES EN PAPIER POUR LA COLLECTE EN PORTE A PORTE DE DECHETS VEGETAUX ISSUS DES ACTIVITES D'ENTRETIEN DES ESPACES VERTS MENAGERS DES COMMUNE D'ORLEANS METROPOLE - M25A0088","188000.0000","24450046800040","FRB06"
"2022V22098GR","2022-04-19","V22098GR - ASSISTANCE A MAITRISE D'OUVRAGE DEPOLLUTION DES SOLS AVANT PROJETS URBAINS","1200000.0000","21450234600015","FRB06"
"202625VH018001","2026-01-15","TRAVAUX VIABILISATION QUARTIER HABITAT LA PEPINIERE 2","646115.0000","21850109600018","85500"
"2024062416","2024-06-25","COMPLEXE SPORTIF CM - LOT 16 PLOMBERIE CHAUFFAGE","650000.0000","21560101400016","56440"
"202625PA2409","2026-01-07","SERRURERIE - METALLERIE","52989.6000","21850047800209","85047"
"2023M23053","2023-03-02","M23053 - LOT 1 - ENVELOPPE STRUCTURE","1982920.2900","24450046800040","45058"
"2022M22098GR","2022-04-19","M22098GR - ASSISTANCE A MAITRISE D'OUVRAGE DEPOLLUTION DES SOLS AVANT PROJETS URBAINS","1200000.0000","24450046800040","FRB06"
"2023V23427GRT","2023-12-12","V23427GRT - LOT 1 - VALORISATION DES BALAYURES","56000.0000","21450234600015","FRB06"
"20252025-02L02","2025-11-14","Restructuration et rénovation de la salle des fêtes","162652.8300","21790166900101","79360"
"20252025-02L08","2025-11-14","Restructuration et rénovation de la salle des fêtes","49966.1600","21790166900101","79360"
"2025M25162GR","2025-07-23","M25162GR - LOT 2 : IMPRESSION DE PETITS SUPPORTS DIVERS DE COMMUNICATION","260000.0000","24450046800040","45000"
"20252025-49","2025-11-21","LOCATION POSE DEPOSE MATERIEL ILLUMINATION","168000.0000","21290039300019","29900"
"2022M22398R","2022-12-21","M22398R - TRAVAUX D'AMENAGEMENTS ET DE MISE EN ACCESSIBILITE DES ARRETS DE TRANSPORTS EN COMMUN D'ORLEANS METROPOLE","4800000.0000","24450046800040","FRB06"
"202620253202","2025-12-31","COLLECTE ET TRAITEMENT DES GRAVATS","60000.0000","24290080100133","29800"
"2024V24500R","2024-11-14","V24500R - LOT 2 : FOURNITURE ET LIVRAISON FILMS FICTIONS ET DOCUMENTAIRES JEUNESSE ET ADULTE","116666.6800","21450234600015","45000"
"2025007","2025-07-11","Réhabilitation Groupe scolaire Champdoux - Lot 4 - Menuiseries extérieures aluminium - Serrurerie","448951.2900","21450274200015","45560"
"202320230004","2023-03-06","AMENAGEMENT DES LOCAUX DU PERSONNEL DU CIMETIERE LA CHENAIE ET KIOSQUE","43882.7700","21220113100019","22300"
"2023M2301594","2023-11-23","LOT 3 : MAINTENANCE DES SSI SIEMENS","220000.0000","22660001300016","66906"
"2025A25049","2026-01-07","Assurance Flotte véhicules et risques annexes","818691.3500","21710270600017","71018"
"2025006","2025-07-16","Réhabilitation Groupe scolaire Champdoux - Lot 3 - MOB - ITE - Ravalement - Couverture - Bardage","358816.4500","21450274200015","45560"
"20252025005","2025-01-30","MISSION DE MAITRISE D OEUVRE POUR AGRANDISSEMENT DU BASSIN D ECRETEMENT DES CRUES SITUE A HURIGNY","99802.1400","20007030800065","71011"
"202525.022CC","2025-12-08","TVX RESEAUX EU RUE COURTILLE","78367.5000","24530044700126","53204"
"20242024085","2024-12-12","LOT 1 : ELECTROMENAGER DOMESTIQUE ET SERVICES ASSOCIES","80000.0000","20007030800016","71011"
"20252025-02L07","2025-11-14","Restructuration et rénovation de la salle des fêtes","95664.6900","21790166900101","79360"
"20242101723017","2024-02-20","Lot 2 réhabilitation du stade nautique de GIEN","2809772.7700","24450021100127","45503"
"2025014","2025-07-11","Réhabilitation Groupe scolaire Champdoux - Lot 2B - Charpente bois","81000.0000","21450274200015","45560"
"20252025-02L06","2025-11-14","Restructuration et rénovation de la salle des fêtes","66203.7400","21790166900101","79360"
"2024V2400300","2024-01-29","DIRECTION ARTISTIQUE DU FESTIVAL R.POP 2024-2025-2026","187500.0000","21850191400566","85000"
"2025_067","2026-01-13","FOURNITURE ET POSE DE CASIERS FEUX DANS LES CENTRES D'INCENDIE ET DE SECOURS DU SDIS DES ALPES-MARITIMES","800000.0000","28060051100024","06"
"2025-0010-10","2025-06-04","LOT 10 : CHAPES/REVETEMENT SOL","380000.0000","21450053000016","45250"
"2024MS201","2023-12-19","FOURNITURES COURANTES ET DE SERVICES","3000000.0000","20007010000017","45460"
"2025010","2025-07-11","Réhabilitation Groupe scolaire Champdoux - Lot 7 - CVC - Plomberie","183614.0000","21450274200015","45560"
"2025M259001","2025-09-03","FOURNITURE, MISE EN PLACE ET ENTRETIEN DE PLANTATIONS POUR BREIZH BOCAGE","63025.3600","24290007400178","29290"
"202507","2025-08-01","LOT 2 CHARPENTE COUVERTURE FENETRE DE TOIT","51107.6900","21450324500018","45510"
"2025-MAIRIE9","2025-02-20","LOT 9 CHAUFFAGE","37130.4000","21730079700016","73390"
"2025V25221","2025-07-31","V25221 - REALISATION D'UN SCHEMA DIRECTEUR IMMOBILIER ET ENERGETIQUE ET MISE A DISPOSITION D'UNE PLATEFORME POUR LA VILLE D'ORLEANS","258400.0000","21450234600015","45000"
"2022TECH00401","2023-02-15","PRODUITS D'ENTRETIEN LOT 1","15000.0000","20006908600011","22290"
"2025AC49","2025-12-06","TRAVAUX DE CARRELAGE AU CENTRE AQUALUDIQUE ZONE CASIERS","46830.5000","20007108200016","COMM"
"202221M111","2022-01-10","AMO ELABORATION CONJOINTE PLUI ET SCOT DE LA CALN","1144340.0000","20006953200014","14100"
"2025-F-11_c","2025-07-01","Lot 3 : Menuiseries Métalliques et Serrurerie","380858.5000","20006443400018","38860"
"2023M23465GRT","2023-12-12","M23465GRT - LOT 3 - VALORISATION DES VEGETAUX ZONE NORD","304000.0000","24450046800040","FRB06"
"2023V23596CRT","2023-12-18","V23596CRT - APPROLYS - LOT 1 - FOURNITURES DE BUREAU, ENVELOPPES, AGENDAS, CALENDRIERS, PAPIERS POUR REPROGRAPHIE AU DETAIL, CONSOMMABLES INFORMATIQUES ET DE SAUVEGARDE","320000.0000","21450234600015","FRB06"
"2025M25051L00","2025-01-15","Prestations de sécurité et de gardiennage pour la Ville de Mâcon","200000.0000","21710270600017","71018"
"202424M018EU-0","2024-03-19","Fourniture d'électricité Lot no2 2025","384750.0000","20006953200170","14100"
"2024062415","2024-06-25","COMPLEXE SPORTIF CM - LOT 15 PEINTURE","105696.6000","21560101400016","56440"
"2024M2401649","2024-11-13","PORT DE PORT-VENDRES-CREATTION D UN SUIVI AUTOMATISE DE LA CONCESSION DE SERVICE PUBLIC DU PORT DE PORT-VENDRES","42485.0000","22660001300016","66906"
"2026M2501837","2026-01-04","RD900-RD914 ¿ Requalification entre le giratoire de Mailloles et le giratoire du mas Rouma - Terrassements et préchargement  OA5","789854.0000","22660001300016","66906"
"2025004ECOSTP8","2025-07-09","LOT 4 COUVERTURE ZINC","40574.1000","20006974800016","79"
"202424013","2024-02-14","LOT1: SONORISATION ECLAIRAGE LOCATION MATERIEL","79000.0000","21330199700010","33199"
"202511ECOSTP15","2025-05-12","LOT 11 ELECTRICITE RENOVATION ENERGETIQUE ECOLE DEST PARDOUX","65322.5500","20006974800016","79"
"202525TMEFMEN7","2025-07-28","LOT 7 ELECTRICITE","49599.0000","20004133300267","79200"
"202506ECOSTP10","2025-05-12","LOT 6 MENUISERIE EXT RENOVATION ENERGETIQUE ECOLE DE ST PARDOUX","50351.0000","20006974800016","79"
"2025A25233A","2025-12-11","TRX DE REHABILITATION ET SECURISATION DE 3 POSTES DE REFOULEMENT","292137.0000","24490001500029","49000"
"2024A24067F","2024-10-03","TRX RECONSTRUCTION STATION DE DEPOLLUTION DES EAUX USEES PAR BOUES ACTIVEES DE SAVENNIERES","1399434.0000","24490001500029","49170"
"2025/01/UNITRI","2024-12-19","CONTRAT DE QUASI REGIE","502369.6700","20004133300267","79200"
"202322V0531-02","2023-02-07","GJ-LOT2 ENTRETIEN DES ESPACES VERTS ZONE EST","80000.0000","20003019500115","06364"
"20252025-039","2025-12-02","FLOTTE VÉHICULES ET RISQUES ANNEXES","74355.0000","20006779100018","09000"
"202222V0738-00","2022-10-20","SC100 LEGUMES DE 1ERE GAMME ISSUS DE L'AGRICULTURE BIOLOGIQUE A DESTINATION DES OFFICES","1600000.0000","21060088800015","06364"
"202424N0098-00","2024-10-28","GA REALISATION D'ENQUETES FRAUDE SUR LE RESEAU URBAIN LIGNES D'AZUR","600000.0000","20003019500115","06364"
"202322V0269-04","2023-08-22","LOT 4 TRAVAUX D'ELECTRICITE DANS LES ETABLISSEMENTS SCOLAIRES","12000000.0000","21060088800015","06364"
"202523V1280-00","2025-01-20","UD000 - TAILLE ET ABBATTAGE D'ARBRES SUR LA COMMUNE DE NICE EN GESTION PAR LA VILE DE NICE, LA METROPOLE NICE COTE ET LE CCAS VILLE DE NICE","2400000.0000","21060088800015","06364"
"202424N0018-01","2024-12-18","GMC - FOURNITURE DE MATERIAUX, QUINCALLERIE ET OUTILLAGE POUR L'ENTRETIEN DES ROUTES DU LITTORAL ET DE LA VESUBIE","2000000.0000","20003019500115","06364"
"202424N0058-00","2024-08-08","FF - MAINTNENANCE DU PROGICIEL PELEHAS DE GESTION DES DEMANDES DE LOGMENT","400000.0000","20003019500115","06364"
"202323V0101-00","2023-07-20","SC100 BARQUETTES EN CELLULOSE COMPOSTABLES ET FILM D'OPERCULAGE ALIMENTAIRES","7200000.0000","21060088800015","06364"
"202523N0877-07","2025-04-23","LOT 7-ACQUISITION DE VEHICULES LEGERS ET UTILITAIRES NECESSAIRES A LA MNCA","3200000.0000","20003019500115","06364"
"202423V0507-01","2024-07-10","CA100-MAINTENANCE EXTINCTEURS DES RIA ET DE TOUS LES SYSTEMES EXTINCTIONS AUTOMATIQUES OU PAS DANS LES BTS COMMUNAUX METROPOLITAINS ET DU CCAS FORMATION AD HOC DU PERSONNEL DES DIVERS SITES","160000.0000","26060047300011","06364"
"202321N0278-00","2023-01-19","GMA-DETECTION ET GEO REFERENCEMENT DES RESEAUX","5200000.0000","20003019500115","06364"
"202523C0022-01","2025-10-20","LOT 1 : DEMOLITION ¿ MAÇONNERIE ¿ CLOISONS - SOLS","275752.7200","26060047300011","06364"
"202524V1373-01","2025-04-29","RA000 - LOT 1 - SECOND OEUVRE","3285622.2300","21060088800015","06364"
"202323/07","2023-09-29","CREATION MISE EN PLACE ET MAINTENANCE D'EXPORE GAME SUR LE TERRITOIRE METROPOLITAIN","250000.0000","39523504700051","06200"
"202524N0442-00","2025-10-21","UB000 - FOURNITURE ET ACHEMINEMENT DE GAZ","1611393.8200","21060088800015","06364"
"202524N0442-00","2025-10-21","AB - FOURNITURE ET ACHEMINEMENT DE GAZ","43592.3000","20003019500115","06364"
"202322V0269-01","2023-08-22","GJ LOT 1 TRAVAUX D'ELECTRICITE DANS LES ETABLISSEMENTS ADMINISTRATIFS ET DIVERS DE LA METROPOLE","24440000.0000","20003019500115","06364"
"202322V0665-01","2023-03-17","LOT 1 - ACHAT, INSTALLATION ET MAINTENANCE DES EQUIPEMENTS DE TERRAIN ET SOLUTIONS LOGICIELLES DE VIDEOPROTECTION ET DE VIDEOSURVEILLANCE","20000000.0000","20003019500115","06364"
"202624N0491-00","2026-01-08","FF - MAINTENANCE DU LOGICIEL KIMOCE POUR LA GESTION DE L'ECONOMAT ET DU MOBILIER AINSI QUE LA FOURNITURE DE PRESTATIONS ET MODULES COMPLEMENTAIRES ASSOCIES","1000000.0000","20003019500115","06364"
"202120N0065-00","2021-02-01","GK-MAITRISE D OEUVRE POUR LA CREATION DE POINTS D ECHANGE SUR LA RM 6202BIS","1150310.0000","20003019500115","06364"
"202322V0269-03","2023-08-22","LOT 3 TRAVAUX D'ELECTRICITE DANS LES ETABLISSEMENTS SPORTIFS DE LA VILLE DE NICE","30000000.0000","21060088800015","06364"
"202425N0094-05","2024-04-25","FF - CANUT - LOT 5 FOURNITURE D'EQUIPEMENTS APPLE","4000000.0000","20003019500115","06364"
"202322V0665-02","2023-03-17","LOT 2 - ACHAT, INSTALLATION ET MAINTENANCE DES INFRASTRUCTURES RESEAUX MULTI-SERVICES LIEES AUX PLATEFORMES DE VIDEOPROTECTION ET DE VIDEOSURVEILLANCE","8000000.0000","20003019500115","06364"
"202322V0269-02","2023-08-22","LOT 2 TRAVAUX D'ELECTRICITE DANS LES ETABLISSEMENTS SOCIAUX, CULTURELS ET CULTUELS DE LA VILLE DE NICE","18000000.0000","21060088800015","06364"
"2025250102003","2025-12-24","PE25-R-02_Romagné_Atrium_Diagnostic amiante","40000.0000","20005042500012","35235"
"20262026-001","2026-01-12","ASSURANCE DOMMAGES AUX BIENS","271097.2000","20006779100018","09000"
"2021M20200247","2021-06-29","Etudes de définition du volet Aménégament du schéma directeur cyclable. Lot 1 : Réalisation d'études préliminaires du REV","1300000.0000","25310098600046","31011"
"202221N0743-01","2022-08-25","LOT 1 - HH/ PIECES DETACHEES ET REPARATIONS POUR ENGINS DE MARQUE SCHMIDT OU EQUIVALENT","1800000.0000","20003019500115","06364"
"2024M240168","2024-07-02","LOT 5 PEINTURE ETANCHEITE FAUX PLAFONDS SIGNALETIQUES","59524.4000","21974011500015","97400"
"202524DEA1432","2025-01-23","OUVRAGES DE PREVENTION DES INNONDATIONS DU TCO HORS RIVIERE DES GALETS","5500000.0000","24974010100053","97822"
"2025081","2025-09-12","AMENAGEMENT AIRE DE JEUX PARCOURS SANTE LA SALINE LES BAINS LOT 1 VRD ET MOBILIERS ","690036.4000","21974015600019","97460"
"202401204","2024-09-19","MOE ER GROUPE 1","550800.0000","25974102300024","974"
"2024603139B","2025-01-29","ACCORDS CADRES MULTI-ATTRIB A BDC &#8211; PROGR RÉGIONAL DE FORMAT° PROFESS° - RÉALISAT° D&#8217;ACTIONS DE FORM PROFESS CONTINUE (VOLET 2) - 16 LTS L8 :1-Metteur en scène/2-Techn son/3-Assist Régie/4-Techn de lumière/5-Chargé des relat° avec le public","834840.0000","23974001200012","04"
"2024/08","2025-06-23","AMENAGEMENT DE TERRAIN DE FOOTBALL DE MTSANGAMOUJI","1481958.2800","20000882900018","97600"
"2025603807","2025-11-25","Acquisition d'instruments de musique - Lot 3 fourniture et livraison d'instruments famille cordophone (pianos 3/4 queue)","89840.0000","23974001200012","04"
"2025603666","2025-10-30","NRL_2  CES MAM MARINS TORTUES MARI LOT 4","1255094.9000","23974001200012","04"
"2025603806","2025-11-25","Acquisition d'instruments de musique - Lot  fourniture et livraison d'instruments famille cordophone (piano 1/4 queue)","97400.0000","23974001200012","04"
"2025603782","2025-12-05","Mission de Coordination en matière de Sécurité et de Protection de la Santé des Travailleurs - RN 1002 - Section Est - Contournante de Saint Joseph (G7 à G9)","165420.7000","23974001200012","04"
"2025603808","2025-11-25","Acquisition d'instruments de musique - Lot 4 fourniture et livraison d'instruments famille des percussions (marimbas)","53400.0000","23974001200012","04"
"202520250218-P","2025-11-04","LOT 08-FONDATION ET MODULAIRES A L'ECOLE MATERNELLE  DE VAHIBE","504067.7300","20000883700011","97600"
"202520250285-P","2025-12-30","LOT 02-ASSURANCE FLOTTE AUTOMOBILE","300147.5600","20000883700011","97600"
"20250194","2025-09-29","TRX MISE EN CONFORMITE ERP NIVEAUX R.1 ET R+6 BAT BERYL CHFG - LOT 2 : TRX FLUIDES NECESSAIRES A LA MISE EN CONFORMITE ERP DU NIVEAU R-l & R+6 DU BAT BERYL","43215.0000","20003001300011","97400"
"2025603633","2025-10-13","ACCORD-CADRE MONO-ATTRIBUTAIRE A BONS DE COMMANDE - MISSION DE COORDINATION EN MATIERE DE SECURITE ET DE PROTECTION DE LA SANTE LOT.5 SRE","250000.0000","23974001200012","04"
"2025/05","2025-04-30","Prestation de garderie périscolaire pendant la pause méridienne","80000.0000","20000882900018","97600"
"2025082","2025-09-11","AMENAGEMENT AIRE DE JEUX PARCOURS SANTE A LA SALINE LES BAINS LOT 2 AMENAGEMENTS PAYSAGERS","84450.9000","21974015600019","97460"
"20250193","2025-09-26","TRX MISE EN CONFORMITE ERP NIVEAUX R.1 ET R+6 BAT BERYL CHFG - LOT 1 : TRX TCE NECESSAIRES MISE EN CONFORMITE ERP NIVEAU R-7 & R+6 BAT BERYL","65230.8700","20003001300011","97400"
"202525TVX17L01","2025-07-13","AMENAGEMENT D UN POINT DE DEBARQUEMENT AU FRONT DE MER DE CHICONI / LOT 1 : ESTACADE","898190.0000","20000875300010","97670"
"202520250217-P","2025-11-04","LOT 06-FONDATION ET MODULAIRES A L'ECOLE MATERNELLE PASSAMAINTY MHOGONI","506487.2500","20000883700011","97600"
"202420240002-P","2024-01-04","MISSION DE GEOTECHNIQUES SUR LES OPERATIONS DE LIAISONS INTERVILLAGES","3000000.0000","20000883700011","97600"
"2026V2513901","2025-10-01","CADEAUX SENIORS 2025 CHAISE PLIANTE AVEC SAC ISOTHERME INTEGRE SOUS L'ASSISE","44950.0000","21974022200019","97430"
"2022303098","2022-03-30","COLLEGE GASTON CROCHET_TX RECONSTRUCTION","584716.3800","22974001400019","97406"
"202520250284-P","2025-12-30","LOT 01-RESPONSABILITER CIVIL","67883.7200","20000883700011","97600"
"202525AC023","2025-12-22","202525AC023 ÉTUDE VOLUME PRÉLEVABLE DE LA RIVIERE SAINT-ÉTIENNE","400000.0000","28974013600030","97411"
"2020301512","2020-09-18","MUSEE DU SEL_REHAB_LOT 4_MOBILIER_MISE EN PLACE NOUVELLE SCENOGRAPHIE","67000.0000","22974001400019","97413"
"202525AC022","2025-12-16","202525AC022 SUIVI DES MICROPOLLUANTS DANS LES EAUX COTIERES DE LA REUNION","220000.0000","28974013600030","97411"
"2021301810","2021-02-18","AC TRVX REPARATION AMENAGEMENT DES INFRASTRUCRTURES ROUTIERS ET AUTRES BIENS DEPARTEMENTAUX. LOT N°13: TRAVAUX D AMENAGEMENT HORS TRAVAUX SPECIFIQUES-UTR OUEST- SECTEUR SUD","2400000.0000","22974001400019","974"
"2025BAILDIVI2","2025-11-01","BAIL DIVI","411840.0000","21971127200019","97054"
"20220000022632","2022-05-25","Réhabilitation du site BECKER (ancienne crèche)  lot 7","129504.6900","20005267800014","97300"
"2025MFE0000042","2025-01-29","ASSISTANCE A MAITRISE DOUVRAGE DE LA COLLECTIVITE TERRITORIALE DE MARTINIQUE EN VUE DE LA ASSISTANCE A MAITRISE DOUVRAGE DE LA COLLECTIVITE TERRITORIALE DE MARTINIQUE EN VUE DE LA GESTION EXTERNALISÉE DU GOLF DE LA MARTINIQUE","407480.0000","20005550700012","97200"
"20252024F24-09","2025-06-17","Location Longue Durée (LLD) du Segment : CITADINE Véhicule électriques","208320.0000","20001865300010","97110"
"2026M000103","2026-01-05","FOURNITURE DE CARBURANTS POUR LE PARC AUTOMOBILE DE LA VILLE DE B TERRE","167225.8200","21971105800012","97100"
"2026260041","2026-01-16","Voeux 2026 du Président-lot 01:aménagement des espaces extérieurs et intégration despaces intérieurs éphémères","41330.0000","24972005300084","97215"
"2023VAL004-","2023-09-25","PRESTATIONS D'EXPERTISES ET D'ASSISTANCE AMO, TECHNIQUE, JURIDIQUE ET FINANCIERE DANS LE CADRE DE LA FIN ET RENOUVELLEMENT DU CONTRAT RELATIF A L'EXPLOITATION DU CVO MARTINIQUE","297350.0000","25972008400021","SMTVD"
"2026DC25001000","2025-12-16","RENOVATION DES INSTALLATIONS ELECTRIQUES A LA MEDIATHEQUE INTERCOMMUNALE DE BASSE-TERRE.","65000.0000","24971007000155","97100"
"2026260051","2026-01-19","VUX 2026 DU PRÉSIDENT-LOT 02: DÉCORATION","43264.5000","24972005300084","97215"
"20250000024232","2025-12-01","Acquisition de prestations de formation professionnelle pour la réalisation du « Programme Territorial des formations » 2025- 2028 Eligible au « Pacte Régional d¿Investissement dans les Compétences » Guyane lot 1.5","90720.0000","20005267800014","97300"
"202322.02.021","2023-06-01","ETUDES DE FAISABILITE POUR LA MISE EN PLACE DE DISPOSITIFS DE BARRAGE DES SARGASSES ET DEFINITION DES METHODES DE COLLECTE","65250.0000","21971127200019","97054"
"202424M015","2024-02-02","Fourniture et pose de clôture et portail - Lot 02 Bâtiments administratifs et culturels","40000.0000","21971103300015","97122"
"20266A006AJEUX","2026-01-07","Acquisition structure type jeux pour la commune de Maripasoula","114899.0000","21973353200010","97370"
"2023F778-3","2023-01-04","DERATISATION DESINFECTION DU DOMAINE PUBLIC","220000.0000","21971113200015","97190"
"202424M014","2024-02-02","Fourniture et pose de clôture et portail - Lot 01 Etablissements scolaires","60000.0000","21971103300015","97122"
"202424M016","2024-02-02","Fourniture et pose de clôture et portail - Lot 03 Infrastructures sportives","300000.0000","21971103300015","97122"
"202406PASAGT","2024-06-07","TRAVAUX DE CONSTRUCTION D'UN HANGAR OUVERT POUR LA PRESSE A BALLES SUR UTD PAPAÏCHTON","765906.7500","24973003700036","97360"
"2025BAILCONDE1","2025-11-01","BAIL CONDE SOSAMAG 1ER ETAGE","40870.0000","21971127200019","97054"
"20242024F07-02","2024-12-09","Chapiteaux de grande taille","217000.0000","20001865300010","97110"
"2026ACBETON","2026-01-21","Accord-cadre relatif à la fourniture et livraison de béton malaxé prêt à l'emploi","600000.0000","21972226100019","97227"
"20252025M01-03","2025-09-02","Menuiseries extérieures","790828.7900","20001865300010","97110"
"20256A002MOE3","2025-11-19","Reprise MOE vestiaires/tribunes stade Djakata","104848.8000","21973353200010","97370"
"2025260011","2026-01-15","ACQUISITION ET  MAINTENANCE D'UNE TONDEUSE AUTOPORTÉE pour le compte de la CAESM","62580.0000","24972005300084","97215"
"20242022M39-01","2024-03-28","Fondations spéciales-Gros œuvre-Modénatures-Peinture","1666821.3100","20001865300010","97110"
"202500101","2025-02-01","Nouveau Marché Ordinaire","114547.7700","21972203000018","97218"
"2022REAB CENTR","2021-08-30","LOT No2 REABILITATION CENTRE NAUTIQUE - No SA01-21","44850.0000","21972226100019","97227"
"202507","2025-08-01","TRAVAUX STABILISATION RTE DE BELLEVILLE SECTEUR ANNUIT","766550.0000","21730132400018","73620"
"2022AO2100610","2022-05-09","LT10 ELECTRICITE C. FORT ET FAIBLE - RENOVAt/EXTENS. DU STADE JO FESSLER","47082.0000","21730011000012","73200"
"202525M35","2025-08-19","LOT 1 : LIVRES ADULTES DE FICTION","154000.0000","24860041300012","86106"
"2025OP585TRM","2025-04-23","TRM-REFECTION DU MUR DE SOUTENEMENT DU RECLUS VALCENIS TERMIGNON","132362.4400","20006406100019","73500"
"2026202606PAS","2026-01-01","POMONA PASSIONFROID PRODUITS LAITIERS","1730211.0000","26410018100017","37210"
"202424P19V","2024-12-03","Prestation de conseil financier et fiscal","40000.0000","21860066600018","86106"
"20252502801","2025-07-29","VRD - REVETEMENTS PIERRE - MOBILIER","1900162.4300","21150014500019","15000"
"2025-20","2025-10-27","LOT 07 - ELECTRICITE-SSI","196642.8000","21590663700016","59470"
"20252026GAZEDF","2025-09-25","GAZ EDF ELECTRICITE DE FRANCE","999999.0000","26410020700010","75008"
"202517881","2026-01-09","TRAVAUX NEUFS ET D'ENTRETIEN D'ECLAIRAGE PUBLIC LOT1","2033016.0000","21780146300019","78400"
"202505","2025-07-01","PLATRERIE / FAUX PLAFONDS / MENUISERIES INTERIEURES","120583.8400","21590162000033","59380"
"202625M82","2026-01-01","SUIVI ANIMATION DE L'OPAH-RU DES CENTRES ANCIENS DE CHATELLERAULT 2025-2030","274820.0000","24860041300012","86106"
"20241501","2025-01-27","VOIRIE ET RESEAUX DIVERS (VRD)","1775196.1400","21780311300018","78800"
"2025DEMATHIEU","2025-07-22","REHABILITATION DU BEFFROI LOT 1 DESAMIANTAGE RENOVATION.","620313.0000","21590131500014","59180"
"20252026L9ONTE","2025-11-10","PRODUITS INCONTINENCE ONTEX","729562.0000","26410020700010","59262"
"202420240603","2024-10-07","AIRES DE JEUX","940034.0000","21780311300018","78800"
"2026202607FRAI","2026-01-01","DISVAL FRAIS","844322.0000","26410018100017","45110"
"202525M37","2025-08-19","LOT No3 : LIVRES JEUNESSE FICTIONS ET DOCUMENTAIRES","172000.0000","24860041300012","86106"
"20252026ELECTR","2025-09-16","ELECTRICITE EDF","999999.0000","26410020700010","75008"
"20252026L1PRO","2025-10-27","BOISSONS PRO A PRO","453176.0000","26410020700010","45120"
"202520250161","2023-10-31","FOURNITURE ACHEMINEMENT DE GAZ NATUREL BIOMETHANE ET SERVICE","800000.0000","21380169900017","38603"
"2026202604TOTA","2026-01-01","TOTALENERGIES PROXI NORD OUEST CPO","150000.0000","26410018100017","44186"
"20252026L6PASS","2025-11-03","PROD LAITIERS CREMERIE OEUFS PASSION FROID","1730211.0000","26410020700010","37210"
"2026-VOIRIE-02","2026-01-19","AMENAGEMENT VOIRIE ET RESEAUX - LOT 1 - GENIE CIVIL - VRD","87369.5000","21840133900013","84240"
"2025ROUSSEAU1","2025-06-30","DESAMIANTAGE - DEMOLITION - GROS OEUVRE - VRD - ESP VERTS","256907.2600","21770317200015","77720"
"202673202512","2026-01-16","73202512 LOT 2 : OBLIGATIONS LEGALES DE DEBROUSSAILLEMENT","300000.0000","21130039700018","13771"
"2025MDD02LOT2","2025-03-18","AMENAGEMENT POLE ECHANGE MULTIMODAL - LOT 2","160645.4900","24140086000011","14440"
"202423043","2024-05-28","LOT 11 - ELECTRICITE CFO/CFA","342803.8300","21130104900014","13960"
"2024GN24C03C","2024-06-25","ACBC - Lot 3 - Clôtures et gardes corps, barrières et glissières de sécurité","800000.0000","24110059300078","11785"
"2026GN25P17","2026-01-20","Gestion technique des bâtiments de l'Espace Média et du Patio des arts du GN","105329.7000","24110059300078","11785"
"2025GN20C07B11","2025-12-01","Travaux de sécurisation de l'alimentation en eau potable - Maillage Sud Minervois - Chemin de Pouzols / Chemin de Clergues à Ginestas","495801.1500","24110059300078","11785"
"202503L01","2025-12-17","FOURNITURE ET ACHEMINEMENT D ELECTRICITE ET SERVICES ASSOCIES","525000.0000","21590375800013","59870"
"20251111","2025-06-18","MANDAT PUBLIC ETUDE RD 943","197000.0000","21590008500014","59580"
"2024GN20C07A20","2024-11-12","Renouvellement d'un réseau d'alimentation en EP et ASS avenues du Stade et de Valmy à Fleury d'Aude","891589.3000","24110059300078","11785"
"2025MFS005b","2025-12-17","CONSTRUCTION D'UNE MAISON FRANCE SERVICES, 3 LOGEMENTS ET UN LOCAL COMMERCIAL. REAMENAGEMENT DE LA PLACE DE LA MAIRIE-LOT 5 : RAVALEMENT","66984.4000","21140229200018","14430"
"2025MFS005","2025-04-22","CONSTRUCTION D'UNE MAISON FRANCE SERVICES, 3 LOGEMENTS, UN LOCAL COMMERCIAL. REAMENAGEMENT DE LA PLACE DE LA MAIRIE - LOT 5 : TRAITEMENT DE FACADE","45754.0000","21140229200018","14430"
"2024F-2-L2HELI","2024-04-23","Marché 2024/2 relatif à des travaux d'Impression pour la communauté de Commune de Moret Seine et Loing  Lot 2 - Impression de Support de Communication  Accord Cadre à Bon de Comande","54000.0000","24770003200060","77250"
